datetime,agree_to_participate_in_survey,legal_age,age,gender,state,city,education_level,education_level_ibge,monthly_family_income,time_in_job_market,employment_situation,job_level,professional_activity,main_job_search_channel,most_likely_communication_channel_to_impact_respondent,offered_benefits_importance,detailed_job_description_importance,salary_importance,about_the_company_importance,job_announcement_visual_quality_importance,announcement_text_size_importance,company_culture_importance,ex_employees_testimonies_importance,work_life_balance_importance,diversity_and_inclusion_intiatives_importance,carreer_plan_importance,prizes_and_recognition_importances,online_presence_importance,company_reputation_importance,company_size_importance,Você já deixou de se candidatar a uma vaga devido à má reputação da empresa?,Você tem alguma sugestão e/ou comentário sobre como as empresas podem melhorar suas estratégias de divulgação de vagas de emprego?
7/17/2024 14:22:21,1,1,Entre 30-34 anos,fem,São Paulo,São Paulo,Pós-graduação completa,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 6 até 10 anos,Empregado(a),Analista Pleno,Finanças e Contabilidade,LinkedIn,"Anúncio em grupos no WhatsApp, Evento/feira de recrutamento/mutirões de emprego, Menu ""Vagas"" no LinkedIn",4,4,4,3,1,1,3,1,4,3,3,3,1,3,2,1,"Divulgação de salário e benefícios são importantes logo no anúncio, para que o candidato consiga filtrar sem gastar tempo em entrevistas para conseguir informações básicas. Entendo que o recrutador já deve ter um orçamento para a vaga a ser preenchida,então, ao não colocá-lo na descrição, fica subentendido que ele está disposto a barganhar, ou contratar o que tiver menor pretensão salarial - o que depõe muito contra a empresa e diminui meu interesse pela vaga."
7/17/2024 14:22:33,1,1,Entre 55-59 anos,fem,São Paulo,São Paulo,Pós-graduação completa,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),Gerente,Construção Civil,Indicação de amigos/familiares,"Anúncio em grupos no WhatsApp, E-mail, Menu ""Vagas"" no LinkedIn",2,4,3,4,1,1,3,4,2,3,4,3,2,4,3,1,
7/17/2024 14:23:54,1,1,Entre 20-24 anos,masc,São Paulo,Guará,Ensino Superior incompleto,Médio completo e superior incompleto,"De R$ 2.001,00 a R$ 3.000,00",Menos de 1 ano,Desempregado(a),Auxiliar ou Ajudante,Artes e Design,LinkedIn,E-mail,3,4,4,3,2,3,2,2,4,4,3,2,1,3,2,Não,
7/17/2024 14:26:18,1,1,Entre 25-29 anos,fem,São Paulo,São Paulo,Ensino Superior incompleto,Médio completo e superior incompleto,"De R$ 3.001,00 a R$ 5.000,00",Mais de 3 até 6 anos,Empregado(a),Analista Sênior,Tecnologia da Informação,LinkedIn,"E-mail, Menu ""Vagas"" no LinkedIn",4,4,4,3,3,3,4,2,4,4,4,3,2,3,2,1,
7/17/2024 14:31:25,1,1,Entre 30-34 anos,fem,Ceará,Fortaleza,Ensino Médio completo,Médio completo e superior incompleto,"De R$ 2.001,00 a R$ 3.000,00",Mais de 6 até 10 anos,Desempregado(a),Técnico(a),Saúde,Facebook e/ou Instagram,Anúncio em grupos no WhatsApp,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,1,Não
7/17/2024 14:32:28,1,1,Entre 35-39 anos,fem,São Paulo,Itapevi,Ensino Superior completo,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",Mais de 10 anos,Desempregado(a),Assistente,Administração e Negócios,LinkedIn,"E-mail, Menu ""Vagas"" no LinkedIn",4,4,4,4,3,3,3,3,4,4,4,3,3,4,3,1,
7/17/2024 14:35:23,1,1,Entre 25-29 anos,masc,São Paulo,Osasco,Ensino Superior completo,Superior completo,"De R$ 1.001,00 a R$ 2.000,00",Menos de 1 ano,Empregado(a),Auxiliar ou Ajudante,Administração e Negócios,Sites de vagas de emprego,"Anúncio em grupos no WhatsApp, E-mail",4,4,4,4,3,3,4,4,4,4,4,4,4,4,2,1,
7/17/2024 14:36:43,1,1,Entre 35-39 anos,fem,São Paulo,Osasco,Ensino Médio completo,Médio completo e superior incompleto,"De R$ 1.001,00 a R$ 2.000,00",Mais de 10 anos,Empregado(a),CEO,Vendas e Comércio,Indicação de amigos/familiares,"Anúncio em grupos no WhatsApp, Anúncios no Instagram, Banner/cartaz/outdoor, E-mail",4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,"Acho que as empresas deveriam ser menos rigorosas em questão de estudo,pq tem ótimos profissionais diaposto a trabalhar e da ao seu melhor mais como não teve oportunidade de estudo ficam sem trabalhar "
7/17/2024 14:38:53,1,1,Entre 30-34 anos,fem,São Paulo,São Paulo,Pós-graduação completa,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 6 até 10 anos,Empregado(a),Especialista,Recursos Humanos,LinkedIn,"E-mail, Menu ""Vagas"" no LinkedIn",4,3,4,3,2,2,3,3,2,4,3,2,1,3,1,Não,
7/17/2024 14:39:12,1,1,Entre 20-24 anos,fem,São Paulo,Osasco,Ensino Superior completo,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",De 1 até 3 anos,Desempregado(a),Auxiliar ou Ajudante,Administração e Negócios,LinkedIn,"Anúncio em grupos no WhatsApp, Carro de som, E-mail, Menu ""Vagas"" no LinkedIn",4,4,4,4,2,2,2,3,4,2,3,4,4,4,1,1,
7/17/2024 14:41:19,1,1,Entre 60-64 anos,masc,São Paulo,Osasco,Pós-graduação completa,Superior completo,"De R$ 20.001,00 a R$ 100.000,00",Mais de 10 anos,Empregado(a),Gerente,Administração e Negócios,LinkedIn,"Recrutadores especializados, Linkedin e contatos profissionais",4,4,3,3,3,3,3,2,3,3,4,4,3,3,3,1,
7/17/2024 14:44:22,1,1,Entre 35-39 anos,masc,São Paulo,São Paulo,Pós-gradução incompleta,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),Analista Júnior,Tecnologia da Informação,LinkedIn,"Anúncio em grupos no WhatsApp, E-mail",4,4,4,4,2,2,4,4,4,4,4,4,3,4,4,1,"Deixar claro e escrito o valor do salário ofertado para a vaga. 
Em alguns processos,  você perde tempo e só vai saber o valor na segunda fase, quando fala com alguém do RH. Chega ser engraçado o quanto de tempo se perde para ver que o salário não condiz. 
Outro ponto:
As empresas precisam traçar o perfil necessário, pois exigem muito e paga-se pouco. Querem um Analista Sênior pagando salário de estagiário (para ser bem exato)"
7/17/2024 14:44:27,1,1,Entre 45-49 anos,fem,São Paulo,Itapevi,Pós-graduação completa,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Empregado(a),Coordenador(a) ou Supervisor(a),Finanças e Contabilidade,Sites de vagas de emprego,Anúncio em grupos no WhatsApp,4,4,4,3,2,2,4,3,4,3,4,4,3,4,2,Não,Não
7/17/2024 14:44:59,1,1,Entre 25-29 anos,fem,São Paulo,São Paulo,Ensino Superior incompleto,Médio completo e superior incompleto,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Desempregado(a),Analista Júnior,Marketing e Publicidade,LinkedIn,"Anúncio em grupos no WhatsApp, Anúncios no Facebook, Anúncios no Instagram, E-mail, Evento/feira de recrutamento/mutirões de emprego, Menu ""Vagas"" no LinkedIn",4,4,4,4,3,3,4,3,4,4,4,4,3,4,2,1,
7/17/2024 14:46:03,1,1,Entre 25-29 anos,fem,São Paulo,Mogi das Cruzes,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 6 até 10 anos,Empregado(a),Analista Sênior,Marketing e Publicidade,LinkedIn,"Anúncios no Instagram, Menu ""Vagas"" no LinkedIn",3,2,4,4,2,2,3,4,4,2,3,4,2,4,2,1,
7/17/2024 14:47:55,1,1,Acima de 65 anos,fem,São Paulo,Osasco,Ensino Médio completo,Médio completo e superior incompleto,"De R$ 3.001,00 a R$ 5.000,00",Mais de 10 anos,Aposentado(a),Técnico(a),Saúde,Prefeitura e órgãos públicos,"Anúncio em rádio, Anúncios no Instagram",4,3,4,4,3,1,4,3,4,4,3,3,1,4,2,1,Não
7/17/2024 14:50:28,1,1,Entre 20-24 anos,masc,São Paulo,São Paulo,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 3 até 6 anos,Empregado(a),Analista Pleno,Administração e Negócios,LinkedIn,"Anúncios no Instagram, E-mail, Menu ""Vagas"" no LinkedIn",4,3,4,2,1,3,1,3,4,2,2,0,1,4,2,1,
7/17/2024 14:54:05,1,1,Entre 50-54 anos,fem,São Paulo,Osasco,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Desempregado(a),Gerente,Administração e Negócios,Sites de vagas de emprego,"E-mail, Menu ""Vagas"" no LinkedIn",4,3,4,4,2,2,3,3,3,3,4,4,2,4,2,1,Deixar mais claro que tipo de vaga é e quais características do funcionário que procura
7/17/2024 14:54:18,1,1,Entre 60-64 anos,fem,São Paulo,Praia Grande,Ensino Superior completo,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",Mais de 10 anos,Aposentado(a),Especialista,Finanças e Contabilidade,Sites das empresas,"E-mail, Menu ""Vagas"" no LinkedIn",4,4,4,4,1,1,4,2,3,3,3,3,2,4,3,1,
7/17/2024 14:57:47,1,1,Entre 55-59 anos,fem,São Paulo,São Paulo,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Empregado(a),Especialista,Educação,Prefeitura e órgãos públicos,Sou funcionária pública,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,
7/17/2024 15:03:16,1,1,Entre 25-29 anos,fem,São Paulo,Mauá,Pós-graduação completa,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),Especialista,Educação,Sites de vagas de emprego,"E-mail, Menu ""Vagas"" no LinkedIn",4,4,4,4,3,4,3,4,4,4,3,3,2,4,3,1,"Sempre divulgar o salário ou ao menos a média salarial da vaga (como no site da Catho; exemplo: ""Entre R$ 2.000 e R$ 3.000""). Especificar com clareza as atribuições. "
7/17/2024 15:03:39,1,1,Entre 50-54 anos,fem,São Paulo,Osasco,Ensino Superior completo,Superior completo,"De R$ 20.001,00 a R$ 100.000,00",Mais de 10 anos,Empregado(a),Analista Sênior,Finanças e Contabilidade,LinkedIn,"Anúncio em grupos no WhatsApp, E-mail",4,4,4,4,3,3,4,4,4,4,4,4,3,4,3,1,Não
7/17/2024 15:06:16,1,1,Entre 55-59 anos,fem,São Paulo,Osasco,Ensino Médio completo,Médio completo e superior incompleto,"De R$ 1.001,00 a R$ 2.000,00",Menos de 1 ano,Desempregado(a),Aposentado(a),Aposentado(a),Pessoalmente na própria empresa,E-mail,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,Através do funcionário
7/17/2024 15:08:09,1,1,Entre 25-29 anos,masc,São Paulo,Mauá,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 3 até 6 anos,Empregado(a),Analista Sênior,Marketing e Publicidade,LinkedIn,E-mail,3,4,4,3,2,0,4,2,4,2,4,1,1,3,1,1,
7/17/2024 15:08:14,1,1,Entre 35-39 anos,masc,São Paulo,São Paulo,Pós-graduação completa,Superior completo,"De R$ 2.001,00 a R$ 3.000,00",Mais de 10 anos,Desempregado(a),Analista Pleno,Turismo e Hospitalidade,LinkedIn,E-mail,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,1,
7/17/2024 15:08:28,1,1,Entre 25-29 anos,masc,São Paulo,Carapicuíba,Ensino Superior completo,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 3 até 6 anos,Empregado(a),Analista Júnior,Administração e Negócios,LinkedIn,"E-mail, Menu ""Vagas"" no LinkedIn",4,4,4,4,3,3,4,4,4,4,3,3,4,4,4,1,
7/17/2024 15:09:05,1,1,Entre 35-39 anos,fem,São Paulo,Campinas,Pós-graduação completa,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),Coordenador(a) ou Supervisor(a),Recursos Humanos,LinkedIn,"E-mail, Menu ""Vagas"" no LinkedIn",3,3,3,3,3,1,2,2,2,2,2,2,2,2,1,1,
7/17/2024 15:09:07,1,1,Acima de 65 anos,masc,Paraíba,João Pessoa,Pós-graduação completa,Superior completo,"De R$ 20.001,00 a R$ 100.000,00",Mais de 10 anos,Aposentado(a),Coordenador(a) ou Supervisor(a),Saúde,Sites de vagas de emprego,E-mail,4,4,4,4,4,3,4,3,4,3,4,3,2,4,3,Não,Não tenho
7/17/2024 15:09:23,1,1,Entre 35-39 anos,fem,São Paulo,São Paulo,Ensino Médio completo,Médio completo e superior incompleto,"De R$ 3.001,00 a R$ 5.000,00",Mais de 10 anos,Empregado(a),Auxiliar ou Ajudante,Logística,Sites de vagas de emprego,"Anúncio em grupos no WhatsApp, Anúncios no Facebook",4,4,4,3,2,2,3,4,4,3,4,4,2,4,2,1,
7/17/2024 15:09:36,1,1,Entre 25-29 anos,fem,São Paulo,São Paulo,Pós-graduação completa,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 6 até 10 anos,Empregado(a),Analista Sênior,Tecnologia da Informação,LinkedIn,"Anúncio em grupos no WhatsApp, E-mail, Menu ""Vagas"" no LinkedIn",4,4,3,3,2,3,4,4,4,4,4,2,2,4,2,1,
7/17/2024 15:10:52,1,1,Entre 25-29 anos,masc,São Paulo,Osasco,Ensino Superior completo,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 6 até 10 anos,Empregado(a),Analista Pleno,Tecnologia da Informação,LinkedIn,"E-mail, Menu ""Vagas"" no LinkedIn",4,2,4,3,2,1,3,4,4,4,4,3,1,3,2,1,
7/17/2024 15:11:51,1,1,Entre 25-29 anos,fem,São Paulo,Osasco,Pós-graduação completa,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),Especialista,Agricultura e Meio Ambiente,LinkedIn,"Menu ""Vagas"" no LinkedIn",4,4,4,4,4,4,4,4,4,4,4,3,3,4,2,1,
7/17/2024 15:13:15,1,1,Entre 25-29 anos,fem,Ceará,Cascavel,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 6 até 10 anos,Empregado(a),Analista Pleno,Vendas e Comércio,LinkedIn,"Menu ""Vagas"" no LinkedIn",4,4,4,4,2,2,3,2,4,4,4,4,3,4,2,1,
7/17/2024 15:13:34,1,1,Entre 55-59 anos,fem,São Paulo,Osasco,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Aposentado(a),Auxiliar ou Ajudante,Cuidador(a),Sites das empresas,Anúncio em grupos no WhatsApp,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,
7/17/2024 15:18:14,1,1,Entre 60-64 anos,fem,São Paulo,Osasco,Ensino Médio completo,Médio completo e superior incompleto,"De R$ 1.001,00 a R$ 2.000,00",Mais de 10 anos,Aposentado(a),Especialista,Educação,Sites de vagas de emprego,Anúncios no Facebook,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,Não,
7/17/2024 15:19:51,1,1,Entre 25-29 anos,masc,São Paulo,São Paulo,Ensino Superior completo,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),Analista Sênior,Tecnologia da Informação,LinkedIn,E-mail,4,4,4,4,3,3,4,3,4,3,4,4,2,3,3,1,
7/17/2024 15:20:26,1,1,Entre 30-34 anos,masc,São Paulo,Osasco,Ensino Superior completo,Superior completo,"De R$ 2.001,00 a R$ 3.000,00",De 1 até 3 anos,Desempregado(a),Assistente,Administração e Negócios,Sites de vagas de emprego,Anúncio em grupos no WhatsApp,4,2,3,3,3,2,2,1,3,2,3,3,3,3,1,1,Nao
7/17/2024 15:21:01,1,1,Entre 20-24 anos,fem,São Paulo,São Paulo,Ensino Superior completo,Superior completo,"De R$ 2.001,00 a R$ 3.000,00",Mais de 3 até 6 anos,Empregado(a),Assistente,Recepção,LinkedIn,Anúncio em grupos no WhatsApp,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,1,
7/17/2024 15:21:25,1,1,Entre 25-29 anos,masc,São Paulo,Osasco,Ensino Superior completo,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),Analista Sênior,Tecnologia da Informação,LinkedIn,E-mail,3,4,3,4,2,2,4,4,4,3,3,3,2,3,2,1,
7/17/2024 15:21:30,1,1,Entre 50-54 anos,fem,São Paulo,Osasco,Ensino Médio completo,Médio completo e superior incompleto,"De R$ 5.001,00 a R$ 10.000,00",Menos de 1 ano,Aposentado(a),Assistente,Administração e Negócios,Sites de vagas de emprego,Evento/feira de recrutamento/mutirões de emprego,4,3,4,4,1,3,2,3,3,3,2,2,3,4,3,Não,
7/17/2024 15:22:28,1,1,Entre 25-29 anos,fem,São Paulo,Osasco,Pós-graduação completa,Superior completo,"De R$ 1.001,00 a R$ 2.000,00",Mais de 3 até 6 anos,Desempregado(a),Auxiliar ou Ajudante,Saúde,Sites de vagas de emprego,"E-mail, Menu ""Vagas"" no LinkedIn",4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,
7/17/2024 15:22:51,1,1,Entre 20-24 anos,fem,Paraíba,João Pessoa,Ensino Superior incompleto,Médio completo e superior incompleto,"De R$ 5.001,00 a R$ 10.000,00",De 1 até 3 anos,Empregado(a),Estagiário(a),Comunicação e Jornalismo,WhatsApp,"Anúncio em grupos no WhatsApp, Anúncios no Instagram, Banner/cartaz/outdoor",4,4,3,2,3,1,3,3,4,3,3,3,3,4,1,1,expandir mais frequentemente nas redes sociais
7/17/2024 15:26:41,1,1,Entre 30-34 anos,masc,Pernambuco,Recife,Pós-graduação completa,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 3 até 6 anos,Empregado(a),Analista Pleno,Tecnologia da Informação,LinkedIn,"E-mail, Menu ""Vagas"" no LinkedIn",3,4,4,4,4,3,4,3,4,4,4,3,4,4,2,1,
7/17/2024 15:27:04,1,1,Entre 20-24 anos,fem,São Paulo,São Paulo,Ensino Superior incompleto,Médio completo e superior incompleto,"De R$ 2.001,00 a R$ 3.000,00",De 1 até 3 anos,Empregado(a),Estagiário(a),Recursos Humanos,Indicação,"Anúncio em grupos no WhatsApp, E-mail",4,4,4,3,3,2,3,3,4,3,3,2,1,3,2,Não,
7/17/2024 15:27:10,1,1,Entre 35-39 anos,fem,Paraíba,João Pessoa,Pós-graduação completa,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",Mais de 10 anos,Empregado(a),Especialista,Direito,LinkedIn,Anúncios no Instagram,4,3,4,3,3,2,3,4,4,3,4,3,3,4,3,1,
7/17/2024 15:27:27,1,1,Entre 20-24 anos,fem,São Paulo,Itapevi,Ensino Superior completo,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",Mais de 3 até 6 anos,Empregado(a),Analista Pleno,Recursos Humanos,Sites de vagas de emprego,"E-mail, Evento/feira de recrutamento/mutirões de emprego, Menu ""Vagas"" no LinkedIn",4,3,4,3,2,2,2,4,3,2,4,4,2,4,3,1,
7/17/2024 15:29:32,1,1,Entre 30-34 anos,fem,São Paulo,Osasco,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Empregado(a),Gerente,Vendas e Comércio,LinkedIn,"Menu ""Vagas"" no LinkedIn",3,3,3,3,2,2,4,4,4,4,4,1,0,4,3,1,Melhorando suas culturas e funcionários saudáveis compartilhando conquistas
7/17/2024 15:31:24,1,1,Entre 55-59 anos,fem,Paraíba,João pessoa,Pós-graduação completa,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Aposentado(a),Especialista,Saúde,Prefeitura e órgãos públicos,"Anúncio em grupos no WhatsApp, Anúncios no Facebook, E-mail, Propaganda na televisão",4,2,4,1,1,1,1,3,3,4,4,3,3,3,1,1,"Não exigir experiência, exigir que as pessoas tenham sonhos e vontade de realizar sonhos"
7/17/2024 15:32:28,1,1,Entre 50-54 anos,fem,São Paulo,OSASCO,Ensino Superior completo,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),Gerente,Finanças e Contabilidade,LinkedIn,"Anúncio em grupos no WhatsApp, Menu ""Vagas"" no LinkedIn",3,4,3,3,4,3,2,1,3,3,4,4,3,3,1,1,
7/17/2024 15:34:06,1,1,Entre 18-19 anos,fem,São Paulo,São Paulo,Ensino Médio completo,Médio completo e superior incompleto,"De R$ 2.001,00 a R$ 3.000,00",Mais de 3 até 6 anos,Empregado(a),Jovem Aprendiz,Administração e Negócios,Indicação,"Anúncio em grupos no WhatsApp, E-mail, Menu ""Vagas"" no LinkedIn",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,
7/17/2024 15:35:08,1,1,Entre 25-29 anos,fem,São Paulo,São Paulo,Ensino Superior completo,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",Mais de 3 até 6 anos,Empregado(a),Analista Júnior,Customer Experience,LinkedIn,"Menu ""Vagas"" no LinkedIn",4,3,4,3,3,1,3,4,4,3,4,3,3,4,4,1,
7/17/2024 15:41:25,1,1,Entre 30-34 anos,fem,São Paulo,São Paulo,Pós-gradução incompleta,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",Mais de 10 anos,Empregado(a),Analista Pleno,Tecnologia da Informação,LinkedIn,"E-mail, Menu ""Vagas"" no LinkedIn",4,4,4,4,2,2,4,4,4,4,4,4,2,3,2,1,
7/17/2024 15:43:39,1,1,Entre 40-44 anos,masc,São Paulo,Cotia,Pós-graduação completa,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Empregado(a),Coordenador(a) ou Supervisor(a),Logística,Sites de vagas de emprego,"E-mail, Menu ""Vagas"" no LinkedIn",4,4,4,4,3,2,4,4,4,3,4,3,2,4,3,Não,
7/17/2024 15:43:50,1,1,Entre 30-34 anos,masc,Paraíba,João Pessoa,Pós-graduação completa,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),CEO,Administração e Negócios,Facebook e/ou Instagram,"Anúncio em grupos no WhatsApp, Anúncios no Facebook, Anúncios no Instagram, Menu ""Vagas"" no LinkedIn",3,2,3,3,4,3,3,4,4,3,4,3,4,4,2,1,
7/17/2024 15:44:38,1,1,Entre 25-29 anos,masc,São Paulo,Osasco,Pós-graduação completa,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 3 até 6 anos,Desempregado(a),Autônomo(a),Comunicação e Jornalismo,LinkedIn,"E-mail, Menu ""Vagas"" no LinkedIn, Indicações de amigos e familiares",4,4,3,4,3,2,3,3,4,4,4,3,3,4,3,1,"Serem sinceros sobre a vaga e as funções dela, além de deixar o mais claro possível os benefícios que oferecem"
7/17/2024 15:46:47,1,1,Entre 20-24 anos,masc,São Paulo,São Bernardo do Campo,Ensino Superior incompleto,Médio completo e superior incompleto,"De R$ 5.001,00 a R$ 10.000,00",Mais de 3 até 6 anos,Empregado(a),Analista Júnior,Tecnologia da Informação,LinkedIn,"E-mail, Menu ""Vagas"" no LinkedIn",4,4,4,4,4,2,4,4,4,4,4,2,4,4,4,Não,"A única sugestão mesmo, é que as empresas poderiam fazer os testes numa plataforma melhor e dar um retorno sem ser uma mensagem automática, no caso: ""Você não passou por conta disso"" ou você não passou por não ter isso que é eliminatório"
7/17/2024 15:49:32,1,1,Entre 60-64 anos,fem,São Paulo,Osasco,Ensino Médio completo,Médio completo e superior incompleto,"De R$ 3.001,00 a R$ 5.000,00",Mais de 10 anos,Aposentado(a),Aposentado(a),Aposentado(a),WhatsApp,Anúncio em grupos no WhatsApp,4,4,3,3,2,1,3,3,3,3,4,3,0,4,1,1,"Não
"
7/17/2024 15:49:39,1,1,Entre 25-29 anos,masc,São Paulo,São Paulo,Ensino Superior completo,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),Analista Sênior,Tecnologia da Informação,LinkedIn,"Menu ""Vagas"" no LinkedIn",4,4,4,3,2,2,3,3,4,3,4,4,3,3,2,1,
7/17/2024 15:50:29,1,1,Entre 25-29 anos,masc,Ceará,Fortaleza,Ensino Superior completo,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",Mais de 6 até 10 anos,Empregado(a),Analista Júnior,Tecnologia da Informação,LinkedIn,"Menu ""Vagas"" no LinkedIn",4,3,4,4,4,2,3,4,4,4,4,4,3,4,3,1,
7/17/2024 15:52:26,1,1,Entre 25-29 anos,masc,São Paulo,Osasco,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 3 até 6 anos,Empregado(a),Analista Júnior,Recursos Humanos,Sites de vagas de emprego,"Anúncio em grupos no WhatsApp, Anúncios no Instagram, E-mail, Menu ""Vagas"" no LinkedIn",3,3,3,3,3,3,3,3,4,4,3,3,2,3,2,1,
7/17/2024 15:54:01,1,1,Entre 25-29 anos,masc,São Paulo,São Paulo,Pós-gradução incompleta,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",De 1 até 3 anos,Empregado(a),Analista Pleno,Administração e Negócios,Sites das empresas,"Anúncio em grupos no WhatsApp, E-mail, Menu ""Vagas"" no LinkedIn",3,4,3,3,3,2,4,3,3,3,4,2,2,3,3,1,
7/17/2024 15:57:57,1,1,Entre 40-44 anos,masc,São Paulo,Osasco,Ensino Superior completo,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),Gerente,Saúde,Sites de vagas de emprego,"Anúncio em grupos no WhatsApp, Banner/cartaz/outdoor, Menu ""Vagas"" no LinkedIn",4,4,3,4,2,2,4,3,4,3,4,4,4,4,2,1,
7/17/2024 16:06:50,1,1,Entre 60-64 anos,fem,São Paulo,Osasco,Ensino Superior completo,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",Mais de 10 anos,Aposentado(a),Coordenador(a) ou Supervisor(a),Educação,LinkedIn,"Anúncio em rádio, Menu ""Vagas"" no LinkedIn, Propaganda na televisão",4,4,4,4,3,3,4,4,4,4,4,4,3,4,3,1,Tem acontecido oferta de vagas das empresas pelas prefeituras municipais.
7/17/2024 16:08:08,1,1,Entre 25-29 anos,masc,São Paulo,Osasco,Pós-graduação completa,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 6 até 10 anos,Empregado(a),CEO,Educação,LinkedIn,"Anúncios no Instagram, E-mail, Menu ""Vagas"" no LinkedIn",4,4,4,4,3,2,4,4,4,4,4,3,3,4,1,1,
7/17/2024 16:08:40,1,1,Entre 25-29 anos,fem,São Paulo,Campinas,Pós-graduação completa,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 3 até 6 anos,Empregado(a),Gerente,Saúde,LinkedIn,"Anúncio em grupos no WhatsApp, Anúncios no Facebook, Anúncios no Instagram, Menu ""Vagas"" no LinkedIn",3,4,4,2,2,2,3,3,3,4,4,4,2,4,3,Não,
7/17/2024 16:11:26,1,1,Entre 35-39 anos,masc,São Paulo,São Paulo,Pós-graduação completa,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),Autônomo(a),Saúde,Sites das empresas,E-mail,4,3,3,3,2,2,2,3,4,2,3,3,1,2,2,Não,Nao
7/17/2024 16:11:32,1,1,Entre 25-29 anos,fem,São Paulo,Barueri,Pós-graduação completa,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 6 até 10 anos,Empregado(a),Assistente,Administração e Negócios,Sites das empresas,"Menu ""Vagas"" no LinkedIn",4,4,4,4,3,3,4,4,4,4,4,3,2,4,3,1,
